"USER","photos","end","start","days","seconds","years","between"
"99a2ca0a4b0b33fc60e675e33ed9ab5d",247,2017-10-14,2013-06-22,1575,372566.735112936,4,2017-10-14 UTC--2013-06-22 UTC
"f0d865c95d247bb91c8c4d8b5ea95117",20,2015-11-07,2011-07-16,1575,372566.735112936,4,2015-11-07 UTC--2011-07-16 UTC
"f0d865c95d247bb91c8c4d8b5ea95117",20,2015-11-06,2011-07-16,1574,372330.184804928,4,2015-11-06 UTC--2011-07-16 UTC
"e9a33828b31ea65d572214bc8581f2b0",32,2018-06-30,2014-03-11,1572,371857.084188912,4,2018-06-30 UTC--2014-03-11 UTC
"c233317c99c3991e661f2e9b79e9efed",1195,2018-05-21,2014-02-01,1570,371383.983572895,4,2018-05-21 UTC--2014-02-01 UTC
"c2a4a9050dd4f8a178baaa9c9b7d56fc",53,2009-06-30,2005-03-13,1570,371383.983572895,4,2009-06-30 UTC--2005-03-13 UTC
"ff4c0d54333cdba30470d0ac4d262369",86,2014-01-09,2009-09-22,1570,371383.983572895,4,2014-01-09 UTC--2009-09-22 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-11-04,2013-07-19,1569,371147.433264887,4,2017-11-04 UTC--2013-07-19 UTC
"c233317c99c3991e661f2e9b79e9efed",1195,2018-05-20,2014-02-01,1569,371147.433264887,4,2018-05-20 UTC--2014-02-01 UTC
"11666d4906f50ba44c6931bb9d215462",415,2017-08-20,2013-05-05,1568,370910.882956879,4,2017-08-20 UTC--2013-05-05 UTC
"11666d4906f50ba44c6931bb9d215462",415,2017-08-19,2013-05-05,1567,370674.332648871,4,2017-08-19 UTC--2013-05-05 UTC
"6e14ef6d3c272a8ffb828f2745be8a17",271,2017-10-28,2013-07-14,1567,370674.332648871,4,2017-10-28 UTC--2013-07-14 UTC
"c233317c99c3991e661f2e9b79e9efed",1195,2018-05-18,2014-02-01,1567,370674.332648871,4,2018-05-18 UTC--2014-02-01 UTC
"bf9968f0d796c88210048eccd8170c91",123,2016-11-05,2012-07-23,1566,370437.782340862,4,2016-11-05 UTC--2012-07-23 UTC
"800e05613eb9db220f57a99b03f8663e",67,2012-11-03,2008-07-23,1564,369964.681724846,4,2012-11-03 UTC--2008-07-23 UTC
"d5e1cff61aac09d9d18d8e3a55bac1f0",14,2020-05-23,2016-02-11,1563,369728.131416838,4,2020-05-23 UTC--2016-02-11 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-10-28,2013-07-19,1562,369491.58110883,4,2017-10-28 UTC--2013-07-19 UTC
"ce7ce07c88656fd1a59c15653bb72585",379,2018-10-15,2014-07-07,1561,369255.030800821,4,2018-10-15 UTC--2014-07-07 UTC
"11666d4906f50ba44c6931bb9d215462",415,2017-08-12,2013-05-05,1560,369018.480492813,4,2017-08-12 UTC--2013-05-05 UTC
"1ce51a0fd71f02fb5d7415080a48395a",125,2018-05-22,2014-02-12,1560,369018.480492813,4,2018-05-22 UTC--2014-02-12 UTC
"3ea796523162413a6a4b6ae6c2cb45d2",76,2018-08-11,2014-05-04,1560,369018.480492813,4,2018-08-11 UTC--2014-05-04 UTC
"6e14ef6d3c272a8ffb828f2745be8a17",271,2017-10-21,2013-07-14,1560,369018.480492813,4,2017-10-21 UTC--2013-07-14 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-10-25,2013-07-19,1559,368781.930184805,4,2017-10-25 UTC--2013-07-19 UTC
"c233317c99c3991e661f2e9b79e9efed",1195,2018-05-09,2014-02-01,1558,368545.379876797,4,2018-05-09 UTC--2014-02-01 UTC
"d5be90fd1cb8e89298eab7d5dd45a062",8,2014-05-29,2010-02-21,1558,368545.379876797,4,2014-05-29 UTC--2010-02-21 UTC
"07b2c87620c040f697695401420c01b6",6,2017-12-16,2013-09-11,1557,368308.829568789,4,2017-12-16 UTC--2013-09-11 UTC
"5350c7220115bb55710c3ce6d2027473",246,2017-10-14,2013-07-12,1555,367835.728952772,4,2017-10-14 UTC--2013-07-12 UTC
"3ea796523162413a6a4b6ae6c2cb45d2",76,2018-08-05,2014-05-04,1554,367599.178644764,4,2018-08-05 UTC--2014-05-04 UTC
"c699b0e066ab99a7bdf3f1d5c925c945",411,2017-10-15,2013-07-14,1554,367599.178644764,4,2017-10-15 UTC--2013-07-14 UTC
"49645f41e6e2f5b19b1b4bc412de6d8d",47,2017-10-16,2013-07-16,1553,367362.628336756,4,2017-10-16 UTC--2013-07-16 UTC
"63768225da4ac3a8fbe7ec1254f0ae2b",23,2012-10-31,2008-07-31,1553,367362.628336756,4,2012-10-31 UTC--2008-07-31 UTC
"5bd37b9befa9319aa533cbb3802cf13a",21,2017-11-09,2013-08-11,1551,366889.527720739,4,2017-11-09 UTC--2013-08-11 UTC
"1ce51a0fd71f02fb5d7415080a48395a",125,2018-05-12,2014-02-12,1550,366652.977412731,4,2018-05-12 UTC--2014-02-12 UTC
"6ab079bf217cf82473c7d3853f2e8055",118,2017-10-16,2013-07-19,1550,366652.977412731,4,2017-10-16 UTC--2013-07-19 UTC
"e955d9185cd2b79349c2d9dfe5acf5ee",17,2018-05-11,2014-02-11,1550,366652.977412731,4,2018-05-11 UTC--2014-02-11 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-10-15,2013-07-19,1549,366416.427104723,4,2017-10-15 UTC--2013-07-19 UTC
"58b6f25c12c25634eb87911078fafd61",25,2015-10-12,2011-07-16,1549,366416.427104723,4,2015-10-12 UTC--2011-07-16 UTC
"97c0db248eb134fbb72111efe4ff5eb1",206,2019-03-17,2014-12-19,1549,366416.427104723,4,2019-03-17 UTC--2014-12-19 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-10-14,2013-07-19,1548,366179.876796715,4,2017-10-14 UTC--2013-07-19 UTC
"11666d4906f50ba44c6931bb9d215462",415,2017-07-31,2013-05-05,1548,366179.876796715,4,2017-07-31 UTC--2013-05-05 UTC
"11666d4906f50ba44c6931bb9d215462",415,2017-07-30,2013-05-05,1547,365943.326488706,4,2017-07-30 UTC--2013-05-05 UTC
"c233317c99c3991e661f2e9b79e9efed",1195,2018-04-27,2014-02-01,1546,365706.776180698,4,2018-04-27 UTC--2014-02-01 UTC
"f36dc9f886fdb90b63683dd4bee5da8b",142,2016-10-27,2012-08-03,1546,365706.776180698,4,2016-10-27 UTC--2012-08-03 UTC
"77805aea6d080bfaa869af7028f5a24f",127,2013-12-01,2009-09-08,1545,365470.22587269,4,2013-12-01 UTC--2009-09-08 UTC
"c1d301c457920fa0dae7335982399e7f",21,2017-12-17,2013-09-24,1545,365470.22587269,4,2017-12-17 UTC--2013-09-24 UTC
"c699b0e066ab99a7bdf3f1d5c925c945",411,2017-10-05,2013-07-14,1544,365233.675564682,4,2017-10-05 UTC--2013-07-14 UTC
"12d5ca7664bfbae80e29497865855b35",56,2015-10-07,2011-07-17,1543,364997.125256673,4,2015-10-07 UTC--2011-07-17 UTC
"870adaa5592a8da86f930762bfd38ea6",10,2017-10-16,2013-07-26,1543,364997.125256673,4,2017-10-16 UTC--2013-07-26 UTC
"c233317c99c3991e661f2e9b79e9efed",1195,2018-04-24,2014-02-01,1543,364997.125256673,4,2018-04-24 UTC--2014-02-01 UTC
"d054145147438c5fc1916c719fb0edd6",756,2018-11-16,2014-08-26,1543,364997.125256673,4,2018-11-16 UTC--2014-08-26 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-10-08,2013-07-19,1542,364760.574948665,4,2017-10-08 UTC--2013-07-19 UTC
"02da9707c7dacfcc4642369563706703",77,2015-09-28,2011-07-09,1542,364760.574948665,4,2015-09-28 UTC--2011-07-09 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-10-07,2013-07-19,1541,364524.024640657,4,2017-10-07 UTC--2013-07-19 UTC
"5350c7220115bb55710c3ce6d2027473",246,2017-09-29,2013-07-12,1540,364287.474332649,4,2017-09-29 UTC--2013-07-12 UTC
"6428caa5f9f9af0e48824452e3df94ae",29,2020-10-31,2016-08-13,1540,364287.474332649,4,2020-10-31 UTC--2016-08-13 UTC
"6e14ef6d3c272a8ffb828f2745be8a17",271,2017-10-01,2013-07-14,1540,364287.474332649,4,2017-10-01 UTC--2013-07-14 UTC
"d5e1cff61aac09d9d18d8e3a55bac1f0",14,2020-04-30,2016-02-11,1540,364287.474332649,4,2020-04-30 UTC--2016-02-11 UTC
"246b3935014fdd69f5c57c9a4f4bd9f6",27,2018-12-26,2014-10-09,1539,364050.924024641,4,2018-12-26 UTC--2014-10-09 UTC
"6e14ef6d3c272a8ffb828f2745be8a17",271,2017-09-30,2013-07-14,1539,364050.924024641,4,2017-09-30 UTC--2013-07-14 UTC
"5350c7220115bb55710c3ce6d2027473",246,2017-09-27,2013-07-12,1538,363814.373716632,4,2017-09-27 UTC--2013-07-12 UTC
"f780404f8e077bf2cbd9f547285c5dec",54,2017-10-15,2013-07-30,1538,363814.373716632,4,2017-10-15 UTC--2013-07-30 UTC
"5c3b8660d9f90d8bb6e5eda14d037dcb",143,2019-09-27,2015-07-13,1537,363577.823408624,4,2019-09-27 UTC--2015-07-13 UTC
"2479bf296a6b6bfdf37b4be8630b8736",6,2019-09-21,2015-07-08,1536,363341.273100616,4,2019-09-21 UTC--2015-07-08 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-10-01,2013-07-19,1535,363104.722792608,4,2017-10-01 UTC--2013-07-19 UTC
"94a5132186cd544058424d88d5f6bcfd",75,2008-12-30,2004-10-17,1535,363104.722792608,4,2008-12-30 UTC--2004-10-17 UTC
"bb12e79fd14b138564059396b3d8c307",48,2017-10-12,2013-07-30,1535,363104.722792608,4,2017-10-12 UTC--2013-07-30 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-09-30,2013-07-19,1534,362868.1724846,4,2017-09-30 UTC--2013-07-19 UTC
"0a52378dd96ef010947023db3b6cb613",33,2018-06-24,2014-04-12,1534,362868.1724846,4,2018-06-24 UTC--2014-04-12 UTC
"497c0f4df44eda8cb56c3b65e3914955",12,2015-12-26,2011-10-15,1533,362631.622176591,4,2015-12-26 UTC--2011-10-15 UTC
"8031f18c2d3aab4b9a2df754a7e420c3",32,2019-07-22,2015-05-11,1533,362631.622176591,4,2019-07-22 UTC--2015-05-11 UTC
"94a5132186cd544058424d88d5f6bcfd",75,2008-12-28,2004-10-17,1533,362631.622176591,4,2008-12-28 UTC--2004-10-17 UTC
"97c0db248eb134fbb72111efe4ff5eb1",206,2019-03-01,2014-12-19,1533,362631.622176591,4,2019-03-01 UTC--2014-12-19 UTC
"c233317c99c3991e661f2e9b79e9efed",1195,2018-04-14,2014-02-01,1533,362631.622176591,4,2018-04-14 UTC--2014-02-01 UTC
"711cfd7454aac418b2c38d2a5a3afa72",450,2016-10-28,2012-08-18,1532,362395.071868583,4,2016-10-28 UTC--2012-08-18 UTC
"71517c30e247ac68fb82f4f00b2705e0",21,2019-06-01,2015-03-22,1532,362395.071868583,4,2019-06-01 UTC--2015-03-22 UTC
"c699b0e066ab99a7bdf3f1d5c925c945",411,2017-09-22,2013-07-14,1531,362158.521560575,4,2017-09-22 UTC--2013-07-14 UTC
"48a68edfb749ce62affb7d4bf0971fe7",529,2017-10-17,2013-08-09,1530,361921.971252567,4,2017-10-17 UTC--2013-08-09 UTC
"d0d75cdcdb13d6c524b8a4d10045e585",71,2018-08-15,2014-06-07,1530,361921.971252567,4,2018-08-15 UTC--2014-06-07 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-09-24,2013-07-19,1528,361448.87063655,4,2017-09-24 UTC--2013-07-19 UTC
"2aa1de1c017c4ec7fe7246cbdb726c6a",225,2017-09-26,2013-07-21,1528,361448.87063655,4,2017-09-26 UTC--2013-07-21 UTC
"2db56bdb1f5d5cbd4245d723e57f16ec",3,2018-08-04,2014-05-29,1528,361448.87063655,4,2018-08-04 UTC--2014-05-29 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-09-23,2013-07-19,1527,361212.320328542,4,2017-09-23 UTC--2013-07-19 UTC
"507594f2fab3c162556d4f430a938a11",41,2016-12-25,2012-10-20,1527,361212.320328542,4,2016-12-25 UTC--2012-10-20 UTC
"567838b6d8241aaa8cd5bb323c84975b",18,2014-09-14,2010-07-10,1527,361212.320328542,4,2014-09-14 UTC--2010-07-10 UTC
"f780404f8e077bf2cbd9f547285c5dec",54,2017-10-04,2013-07-30,1527,361212.320328542,4,2017-10-04 UTC--2013-07-30 UTC
"3ea796523162413a6a4b6ae6c2cb45d2",76,2018-07-08,2014-05-04,1526,360975.770020534,4,2018-07-08 UTC--2014-05-04 UTC
"97c0db248eb134fbb72111efe4ff5eb1",206,2019-02-22,2014-12-19,1526,360975.770020534,4,2019-02-22 UTC--2014-12-19 UTC
"2660f66048cabc669c1b53f8315e2c0a",751,2018-07-20,2014-05-17,1525,360739.219712526,4,2018-07-20 UTC--2014-05-17 UTC
"3e11b7192919a0882c7cbd505d7dfb8a",34,2017-12-02,2013-09-29,1525,360739.219712526,4,2017-12-02 UTC--2013-09-29 UTC
"8f27e8b8bb4c526b0ab99261b845e951",54,2016-03-26,2012-01-22,1525,360739.219712526,4,2016-03-26 UTC--2012-01-22 UTC
"c233317c99c3991e661f2e9b79e9efed",1195,2018-04-06,2014-02-01,1525,360739.219712526,4,2018-04-06 UTC--2014-02-01 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-09-20,2013-07-19,1524,360502.669404517,4,2017-09-20 UTC--2013-07-19 UTC
"77805aea6d080bfaa869af7028f5a24f",127,2013-11-09,2009-09-08,1523,360266.119096509,4,2013-11-09 UTC--2009-09-08 UTC
"828ab1042417dcf5d5ba947f40cc697f",26,2012-06-11,2008-04-10,1523,360266.119096509,4,2012-06-11 UTC--2008-04-10 UTC
"a5dff25b0e6986b58430dc23dd0bb76b",39,2019-12-05,2015-10-04,1523,360266.119096509,4,2019-12-05 UTC--2015-10-04 UTC
"f780404f8e077bf2cbd9f547285c5dec",54,2017-09-30,2013-07-30,1523,360266.119096509,4,2017-09-30 UTC--2013-07-30 UTC
"a971a8621064ea463d54bda5a6747af4",58,2017-08-16,2013-06-16,1522,360029.568788501,4,2017-08-16 UTC--2013-06-16 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-09-17,2013-07-19,1521,359793.018480493,4,2017-09-17 UTC--2013-07-19 UTC
"e9a33828b31ea65d572214bc8581f2b0",32,2018-05-10,2014-03-11,1521,359793.018480493,4,2018-05-10 UTC--2014-03-11 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-09-16,2013-07-19,1520,359556.468172485,4,2017-09-16 UTC--2013-07-19 UTC
"ab9b71626859722cd4f49c98b81af93e",109,2017-10-15,2013-08-17,1520,359556.468172485,4,2017-10-15 UTC--2013-08-17 UTC
"d436292f64913436ec774af352629aa2",11,2017-08-14,2013-06-16,1520,359556.468172485,4,2017-08-14 UTC--2013-06-16 UTC
"5350c7220115bb55710c3ce6d2027473",246,2017-09-08,2013-07-12,1519,359319.917864476,4,2017-09-08 UTC--2013-07-12 UTC
"a971a8621064ea463d54bda5a6747af4",58,2017-08-13,2013-06-16,1519,359319.917864476,4,2017-08-13 UTC--2013-06-16 UTC
"c8516f221ffbefb809148bf09a7beace",938,2010-06-27,2006-04-30,1519,359319.917864476,4,2010-06-27 UTC--2006-04-30 UTC
"6462400d7e62482b8f244d8ff7d559e8",413,2013-03-01,2009-01-03,1518,359083.367556468,4,2013-03-01 UTC--2009-01-03 UTC
"c8516f221ffbefb809148bf09a7beace",938,2010-06-26,2006-04-30,1518,359083.367556468,4,2010-06-26 UTC--2006-04-30 UTC
"f6c2572347056b892b9ee09c3215af0d",8,2018-02-27,2014-01-03,1516,358610.266940452,4,2018-02-27 UTC--2014-01-03 UTC
"e2f8e3bada07f36480aed898b14899fd",29,2017-08-01,2013-06-08,1515,358373.716632444,4,2017-08-01 UTC--2013-06-08 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-09-10,2013-07-19,1514,358137.166324435,4,2017-09-10 UTC--2013-07-19 UTC
"1d8853b4687b71de9d9ebed0f8d36203",25,2018-03-17,2014-01-23,1514,358137.166324435,4,2018-03-17 UTC--2014-01-23 UTC
"d5489ff524f3e9ee6958df4e95ab82d4",162,2017-11-23,2013-10-01,1514,358137.166324435,4,2017-11-23 UTC--2013-10-01 UTC
"e6bfb67ce06b53ff22f6815ccb0cc8d3",108,2019-10-22,2015-08-30,1514,358137.166324435,4,2019-10-22 UTC--2015-08-30 UTC
"11666d4906f50ba44c6931bb9d215462",415,2017-06-26,2013-05-05,1513,357900.616016427,4,2017-06-26 UTC--2013-05-05 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-09-08,2013-07-19,1512,357664.065708419,4,2017-09-08 UTC--2013-07-19 UTC
"201e76b2d50294cbff36af5f8d9269e4",4,2018-10-07,2014-08-17,1512,357664.065708419,4,2018-10-07 UTC--2014-08-17 UTC
"86e661d24261719b6cc922fc4bf3b4bb",10,2014-06-08,2010-04-18,1512,357664.065708419,4,2014-06-08 UTC--2010-04-18 UTC
"97c0db248eb134fbb72111efe4ff5eb1",206,2019-02-08,2014-12-19,1512,357664.065708419,4,2019-02-08 UTC--2014-12-19 UTC
"d4578ef590d4568e047db67c2ee2f591",6,2015-08-07,2011-06-17,1512,357664.065708419,4,2015-08-07 UTC--2011-06-17 UTC
"69a67508493de4030ea19d0aabc1b7f8",71,2014-09-11,2010-07-23,1511,357427.515400411,4,2014-09-11 UTC--2010-07-23 UTC
"9376d5321c8e2c47ccb94707878b7bd4",24,2018-10-27,2014-09-07,1511,357427.515400411,4,2018-10-27 UTC--2014-09-07 UTC
"bfae05cda8c5bd3bc3b0f906f207e3ba",120,2016-08-10,2012-06-21,1511,357427.515400411,4,2016-08-10 UTC--2012-06-21 UTC
"97c0db248eb134fbb72111efe4ff5eb1",206,2019-02-06,2014-12-19,1510,357190.965092402,4,2019-02-06 UTC--2014-12-19 UTC
"0827166cfd64fe12ff6996878055a248",16,2019-09-06,2015-07-20,1509,356954.414784394,4,2019-09-06 UTC--2015-07-20 UTC
"f780404f8e077bf2cbd9f547285c5dec",54,2017-09-16,2013-07-30,1509,356954.414784394,4,2017-09-16 UTC--2013-07-30 UTC
"2bcefa4f1eb190392d8806fb3d378787",18,2019-10-27,2015-09-10,1508,356717.864476386,4,2019-10-27 UTC--2015-09-10 UTC
"c699b0e066ab99a7bdf3f1d5c925c945",411,2017-08-30,2013-07-14,1508,356717.864476386,4,2017-08-30 UTC--2013-07-14 UTC
"e6bfb67ce06b53ff22f6815ccb0cc8d3",108,2019-10-16,2015-08-30,1508,356717.864476386,4,2019-10-16 UTC--2015-08-30 UTC
"f66fc3f07ca0a0495e3d7b39d66150c6",16,2017-12-03,2013-10-17,1508,356717.864476386,4,2017-12-03 UTC--2013-10-17 UTC
"69a67508493de4030ea19d0aabc1b7f8",71,2014-09-07,2010-07-23,1507,356481.314168378,4,2014-09-07 UTC--2010-07-23 UTC
"11666d4906f50ba44c6931bb9d215462",415,2017-06-19,2013-05-05,1506,356244.76386037,4,2017-06-19 UTC--2013-05-05 UTC
"6f608d604b4f03f4e15f54f48b195fd0",8,2013-10-25,2009-09-10,1506,356244.76386037,4,2013-10-25 UTC--2009-09-10 UTC
"c233317c99c3991e661f2e9b79e9efed",1195,2018-03-18,2014-02-01,1506,356244.76386037,4,2018-03-18 UTC--2014-02-01 UTC
"11666d4906f50ba44c6931bb9d215462",415,2017-06-18,2013-05-05,1505,356008.213552361,4,2017-06-18 UTC--2013-05-05 UTC
"4c9ba400de3b6db945ffc8c5eb8528b3",48,2020-06-22,2016-05-09,1505,356008.213552361,4,2020-06-22 UTC--2016-05-09 UTC
"6462400d7e62482b8f244d8ff7d559e8",413,2013-02-16,2009-01-03,1505,356008.213552361,4,2013-02-16 UTC--2009-01-03 UTC
"02da9707c7dacfcc4642369563706703",77,2015-08-21,2011-07-09,1504,355771.663244353,4,2015-08-21 UTC--2011-07-09 UTC
"97c0db248eb134fbb72111efe4ff5eb1",206,2019-01-31,2014-12-19,1504,355771.663244353,4,2019-01-31 UTC--2014-12-19 UTC
"02da9707c7dacfcc4642369563706703",77,2015-08-20,2011-07-09,1503,355535.112936345,4,2015-08-20 UTC--2011-07-09 UTC
"5c3b8660d9f90d8bb6e5eda14d037dcb",143,2019-08-23,2015-07-13,1502,355298.562628337,4,2019-08-23 UTC--2015-07-13 UTC
"77805aea6d080bfaa869af7028f5a24f",127,2013-10-19,2009-09-08,1502,355298.562628337,4,2013-10-19 UTC--2009-09-08 UTC
"97c0db248eb134fbb72111efe4ff5eb1",206,2019-01-29,2014-12-19,1502,355298.562628337,4,2019-01-29 UTC--2014-12-19 UTC
"ea23aa67b69635a7dd6cd33eb249294b",49,2019-10-08,2015-08-28,1502,355298.562628337,4,2019-10-08 UTC--2015-08-28 UTC
"02da9707c7dacfcc4642369563706703",77,2015-08-18,2011-07-09,1501,355062.012320329,4,2015-08-18 UTC--2011-07-09 UTC
"2f2e1e5ccfacb82b36fa4f68384b181d",125,2017-10-14,2013-09-04,1501,355062.012320329,4,2017-10-14 UTC--2013-09-04 UTC
"58c36406d83546c579b233ed2c49992a",327,2018-11-13,2014-10-04,1501,355062.012320329,4,2018-11-13 UTC--2014-10-04 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-08-27,2013-07-19,1500,354825.46201232,4,2017-08-27 UTC--2013-07-19 UTC
"77805aea6d080bfaa869af7028f5a24f",127,2013-10-17,2009-09-08,1500,354825.46201232,4,2013-10-17 UTC--2009-09-08 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-08-26,2013-07-19,1499,354588.911704312,4,2017-08-26 UTC--2013-07-19 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-08-25,2013-07-19,1498,354352.361396304,4,2017-08-25 UTC--2013-07-19 UTC
"3ea796523162413a6a4b6ae6c2cb45d2",76,2018-06-10,2014-05-04,1498,354352.361396304,4,2018-06-10 UTC--2014-05-04 UTC
"c8516f221ffbefb809148bf09a7beace",938,2010-06-06,2006-04-30,1498,354352.361396304,4,2010-06-06 UTC--2006-04-30 UTC
"2f2e1e5ccfacb82b36fa4f68384b181d",125,2017-10-10,2013-09-04,1497,354115.811088296,4,2017-10-10 UTC--2013-09-04 UTC
"5350c7220115bb55710c3ce6d2027473",246,2017-08-17,2013-07-12,1497,354115.811088296,4,2017-08-17 UTC--2013-07-12 UTC
"72d5ca6c2ea0546553a8ec2644531aa0",25,2016-09-24,2012-08-19,1497,354115.811088296,4,2016-09-24 UTC--2012-08-19 UTC
"c8516f221ffbefb809148bf09a7beace",938,2010-06-05,2006-04-30,1497,354115.811088296,4,2010-06-05 UTC--2006-04-30 UTC
"f0d865c95d247bb91c8c4d8b5ea95117",20,2015-08-21,2011-07-16,1497,354115.811088296,4,2015-08-21 UTC--2011-07-16 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-08-23,2013-07-19,1496,353879.260780287,4,2017-08-23 UTC--2013-07-19 UTC
"97c0db248eb134fbb72111efe4ff5eb1",206,2019-01-23,2014-12-19,1496,353879.260780287,4,2019-01-23 UTC--2014-12-19 UTC
"9e0b91e4ed514a5b3b2fef8c544af6d7",46,2016-03-09,2012-02-03,1496,353879.260780287,4,2016-03-09 UTC--2012-02-03 UTC
"f0d865c95d247bb91c8c4d8b5ea95117",20,2015-08-20,2011-07-16,1496,353879.260780287,4,2015-08-20 UTC--2011-07-16 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-08-22,2013-07-19,1495,353642.710472279,4,2017-08-22 UTC--2013-07-19 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-08-21,2013-07-19,1494,353406.160164271,4,2017-08-21 UTC--2013-07-19 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-08-19,2013-07-19,1492,352933.059548255,4,2017-08-19 UTC--2013-07-19 UTC
"69a67508493de4030ea19d0aabc1b7f8",71,2014-08-23,2010-07-23,1492,352933.059548255,4,2014-08-23 UTC--2010-07-23 UTC
"750a1781b9846e685ab589aee6107f6d",19,2015-01-25,2010-12-26,1491,352696.509240246,4,2015-01-25 UTC--2010-12-26 UTC
"a4010bb39a3a2f35f229da937f7df210",85,2019-10-19,2015-09-19,1491,352696.509240246,4,2019-10-19 UTC--2015-09-19 UTC
"a7b3a325cd0f02a2a6632289f3e3128a",69,2018-07-18,2014-06-18,1491,352696.509240246,4,2018-07-18 UTC--2014-06-18 UTC
"b9076f4140dbd29524fe9547bf737a63",831,2017-07-15,2013-06-15,1491,352696.509240246,4,2017-07-15 UTC--2013-06-15 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-08-17,2013-07-19,1490,352459.958932238,4,2017-08-17 UTC--2013-07-19 UTC
"984a65d6f05f18eebea90d21844380b6",7,2017-10-21,2013-09-22,1490,352459.958932238,4,2017-10-21 UTC--2013-09-22 UTC
"ec21f2d37a0049c3bdfcd236ac57a6b3",36,2012-10-20,2008-09-21,1490,352459.958932238,4,2012-10-20 UTC--2008-09-21 UTC
"f96f15e11e79b4ef438b2172f6b3e8cd",30,2018-11-17,2014-10-19,1490,352459.958932238,4,2018-11-17 UTC--2014-10-19 UTC
"c233317c99c3991e661f2e9b79e9efed",1195,2018-03-01,2014-02-01,1489,352223.40862423,4,2018-03-01 UTC--2014-02-01 UTC
"49645f41e6e2f5b19b1b4bc412de6d8d",47,2017-08-12,2013-07-16,1488,351986.858316222,4,2017-08-12 UTC--2013-07-16 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-08-14,2013-07-19,1487,351750.308008214,4,2017-08-14 UTC--2013-07-19 UTC
"5350c7220115bb55710c3ce6d2027473",246,2017-08-07,2013-07-12,1487,351750.308008214,4,2017-08-07 UTC--2013-07-12 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-08-13,2013-07-19,1486,351513.757700205,4,2017-08-13 UTC--2013-07-19 UTC
"48a68edfb749ce62affb7d4bf0971fe7",529,2017-09-03,2013-08-09,1486,351513.757700205,4,2017-09-03 UTC--2013-08-09 UTC
"69a67508493de4030ea19d0aabc1b7f8",71,2014-08-17,2010-07-23,1486,351513.757700205,4,2014-08-17 UTC--2010-07-23 UTC
"9376d5321c8e2c47ccb94707878b7bd4",24,2018-10-02,2014-09-07,1486,351513.757700205,4,2018-10-02 UTC--2014-09-07 UTC
"40f8cad512886a3018f43a0a94d323fb",92,2019-02-17,2015-01-25,1484,351040.657084189,4,2019-02-17 UTC--2015-01-25 UTC
"442a2e10435f1187c3f998eb8666b134",75,2018-06-17,2014-05-25,1484,351040.657084189,4,2018-06-17 UTC--2014-05-25 UTC
"04ec2aad1461b408f3e8f2a836a4ce7f",8,2020-08-15,2016-07-24,1483,350804.106776181,4,2020-08-15 UTC--2016-07-24 UTC
"40f8cad512886a3018f43a0a94d323fb",92,2019-02-16,2015-01-25,1483,350804.106776181,4,2019-02-16 UTC--2015-01-25 UTC
"d5e1cff61aac09d9d18d8e3a55bac1f0",14,2020-03-03,2016-02-11,1482,350567.556468172,4,2020-03-03 UTC--2016-02-11 UTC
"e837aa465f6547518a48a67e9f72cfdc",17,2018-09-22,2014-09-02,1481,350331.006160164,4,2018-09-22 UTC--2014-09-02 UTC
"5c3b8660d9f90d8bb6e5eda14d037dcb",143,2019-08-01,2015-07-13,1480,350094.455852156,4,2019-08-01 UTC--2015-07-13 UTC
"97c0db248eb134fbb72111efe4ff5eb1",206,2019-01-07,2014-12-19,1480,350094.455852156,4,2019-01-07 UTC--2014-12-19 UTC
"01c562244fc947024c1d12e060f7a0c7",2676,2017-08-06,2013-07-19,1479,349857.905544148,4,2017-08-06 UTC--2013-07-19 UTC
