"USER","Biosfera Val Müstair","Jurapark Aargau","Landschaftspark Binntal","Naturpark Beverin","Naturpark Diemtigtal","Naturpark Gantrisch","Naturpark Pfyn-Finges","Naturpark Thal","Parc du Doubs","Parc Ela","Parc Jura vaudois","Parc naturel périurbain du Jorat","Parc naturel régional de la Vallée du Trient","Parc naturel régional Gruyère Pays-d’Enhaut","Parc régional Chasseral","Parco Val Calanca","Regionaler Naturpark Schaffhausen","Schweizerischer Nationalpark","UNESCO Biosphäre Entlebuch","Wildnispark Zürich Sihlwald","Total_Park"
"a9bdfbcc9783f3b15afc24cccffd2319",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"b6039d00a941cf08073077c5655a7db5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"b66476183d12f69e265fc67f27611d7c",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"b6d59fbfa971ca7723adaa0987629469",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"b78207035585d4ddfd0997fcbf712d03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"babf7a7e23c5bf0f9c056ce6bdd2e25c",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"bc0d63be4ec01f7effbc848fba75f66a",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"be45c6aad1041301da655f27d53f9443",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"c53a937c0b3a574d12f2dd9cfda8ce15",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"c64af71dd8b12405d05739da52394c29",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"c6815cb5e478296ba7ba29e535106d9e",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"c6872e4871cbd25313d3996d8443d279",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"c972f95d09890aae9add0712e1124e25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"cacd3050186dacee4e293f66e72b8981",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"cdf80878797ab535e8b55afc20bd8510",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ce158b01d22648e7417de6706a0a3545",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"cf101849ee86c82afda322ff74787bd4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"cf502e4d3416360714b47fc727be55f7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"d172403a36138b82e1ed59feb79d02b5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"d1d9e004c041beb11bde3c253ce89bfc",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dab299488a81c6c9d8a8ded752ea2497",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ded4ea68c0bf161244d52941d1f0d467",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"e31d3b015a31082f72492fdac29676cb",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"e3a31cc9ebf676798c1eb6c0947034e4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"e7b92a8a375cce7fe000a8a3eb69e919",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"e8b038e4f13ff4972ae47dc2a290024c",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"e97de9eee1b018716ca01b6403c1a1eb",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ea16c99fd1db8f580ab4cb109e900b39",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"f3617b3e70226c2153c3003611fa9e65",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"f98405ab4a7e7de89d5356024cff0ce3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"0085ffbb72436a76f76426a8d8d98aff",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"06f4264364d639dbd0b56553d104b00a",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"08023c077c1b2c62eaee830562f1c8d1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"102b85ef6d489630f29ce8ca6a92135b",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"149301f72e797e1c0651fc860dde1f96",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1d7804c9626c1a5200e058dbdc8c891e",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"298a75699837e645109ec4df2e3ed3c3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2f2c215d784bac047c237592830dee74",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3d95d92664c887bd824dd6af1fb848a0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
